"","price","area","bedrooms","bathrooms","stories","mainroad","guestroom","basement","hotwaterheating","airconditioning","parking","prefarea","furnishingstatus","price_k","price_level"
"306",4193000,3450,3,1,2,"yes","no","no","no","no",1,"no","semi-furnished",4193,2
"307",4165000,4840,3,1,2,"yes","no","no","no","no",1,"no","semi-furnished",4165,2
"308",4165000,4080,3,1,2,"yes","no","no","no","no",2,"no","semi-furnished",4165,2
"309",4165000,4046,3,1,2,"yes","no","yes","no","no",1,"no","semi-furnished",4165,2
"310",4130000,4632,4,1,2,"yes","no","no","no","yes",0,"no","semi-furnished",4130,2
"311",4130000,5985,3,1,1,"yes","no","yes","no","no",0,"no","semi-furnished",4130,2
"312",4123000,6060,2,1,1,"yes","no","yes","no","no",1,"no","semi-furnished",4123,2
"313",4098500,3600,3,1,1,"yes","no","yes","no","yes",0,"yes","furnished",4098.5,2
"314",4095000,3680,3,2,2,"yes","no","no","no","no",0,"no","semi-furnished",4095,2
"315",4095000,4040,2,1,2,"yes","no","no","no","no",1,"no","semi-furnished",4095,2
"316",4095000,5600,2,1,1,"yes","no","no","no","yes",0,"no","semi-furnished",4095,2
"317",4060000,5900,4,2,2,"no","no","yes","no","no",1,"no","unfurnished",4060,2
"318",4060000,4992,3,2,2,"yes","no","no","no","no",2,"no","unfurnished",4060,2
"319",4060000,4340,3,1,1,"yes","no","no","no","no",0,"no","semi-furnished",4060,2
"320",4060000,3000,4,1,3,"yes","no","yes","no","yes",2,"no","semi-furnished",4060,2
"321",4060000,4320,3,1,2,"yes","no","no","no","no",2,"yes","furnished",4060,2
"322",4025000,3630,3,2,2,"yes","no","no","yes","no",2,"no","semi-furnished",4025,2
"323",4025000,3460,3,2,1,"yes","no","yes","no","yes",1,"no","furnished",4025,2
"324",4025000,5400,3,1,1,"yes","no","no","no","no",3,"no","semi-furnished",4025,2
"325",4007500,4500,3,1,2,"no","no","yes","no","yes",0,"no","semi-furnished",4007.5,2
"326",4007500,3460,4,1,2,"yes","no","no","no","yes",0,"no","semi-furnished",4007.5,2
"327",3990000,4100,4,1,1,"no","no","yes","no","no",0,"no","unfurnished",3990,2
"328",3990000,6480,3,1,2,"no","no","no","no","yes",1,"no","semi-furnished",3990,2
"329",3990000,4500,3,2,2,"no","no","yes","no","yes",0,"no","semi-furnished",3990,2
"330",3990000,3960,3,1,2,"yes","no","no","no","no",0,"no","furnished",3990,2
"331",3990000,4050,2,1,2,"yes","yes","yes","no","no",0,"yes","unfurnished",3990,2
"332",3920000,7260,3,2,1,"yes","yes","yes","no","no",3,"no","furnished",3920,2
"333",3920000,5500,4,1,2,"yes","yes","yes","no","no",0,"no","semi-furnished",3920,2
"334",3920000,3000,3,1,2,"yes","no","no","no","no",0,"no","semi-furnished",3920,2
"335",3920000,3290,2,1,1,"yes","no","no","yes","no",1,"no","furnished",3920,2
"336",3920000,3816,2,1,1,"yes","no","yes","no","yes",2,"no","furnished",3920,2
"337",3920000,8080,3,1,1,"yes","no","no","no","yes",2,"no","semi-furnished",3920,2
"338",3920000,2145,4,2,1,"yes","no","yes","no","no",0,"yes","unfurnished",3920,2
"339",3885000,3780,2,1,2,"yes","yes","yes","no","no",0,"no","semi-furnished",3885,2
"340",3885000,3180,4,2,2,"yes","no","no","no","no",0,"no","furnished",3885,2
"341",3850000,5300,5,2,2,"yes","no","no","no","no",0,"no","semi-furnished",3850,2
"342",3850000,3180,2,2,1,"yes","no","yes","no","no",2,"no","semi-furnished",3850,2
"343",3850000,7152,3,1,2,"yes","no","no","no","yes",0,"no","furnished",3850,2
"344",3850000,4080,2,1,1,"yes","no","no","no","no",0,"no","semi-furnished",3850,2
"345",3850000,3850,2,1,1,"yes","no","no","no","no",0,"no","semi-furnished",3850,2
"346",3850000,2015,3,1,2,"yes","no","yes","no","no",0,"yes","semi-furnished",3850,2
"347",3850000,2176,2,1,2,"yes","yes","no","no","no",0,"yes","semi-furnished",3850,2
"348",3836000,3350,3,1,2,"yes","no","no","no","no",0,"no","unfurnished",3836,2
"349",3815000,3150,2,2,1,"no","no","yes","no","no",0,"no","semi-furnished",3815,2
"350",3780000,4820,3,1,2,"yes","no","no","no","no",0,"no","semi-furnished",3780,2
"351",3780000,3420,2,1,2,"yes","no","no","yes","no",1,"no","semi-furnished",3780,2
"352",3780000,3600,2,1,1,"yes","no","no","no","no",0,"no","semi-furnished",3780,2
"353",3780000,5830,2,1,1,"yes","no","no","no","no",2,"no","unfurnished",3780,2
"354",3780000,2856,3,1,3,"yes","no","no","no","no",0,"yes","furnished",3780,2
"355",3780000,8400,2,1,1,"yes","no","no","no","no",1,"no","furnished",3780,2
"356",3773000,8250,3,1,1,"yes","no","no","no","no",2,"no","furnished",3773,2
"357",3773000,2520,5,2,1,"no","no","yes","no","yes",1,"no","furnished",3773,2
"358",3773000,6930,4,1,2,"no","no","no","no","no",1,"no","furnished",3773,2
"359",3745000,3480,2,1,1,"yes","no","no","no","no",0,"yes","semi-furnished",3745,2
"360",3710000,3600,3,1,1,"yes","no","no","no","no",1,"no","unfurnished",3710,2
"361",3710000,4040,2,1,1,"yes","no","no","no","no",0,"no","semi-furnished",3710,2
"362",3710000,6020,3,1,1,"yes","no","no","no","no",0,"no","semi-furnished",3710,2
"363",3710000,4050,2,1,1,"yes","no","no","no","no",0,"no","furnished",3710,2
"364",3710000,3584,2,1,1,"yes","no","no","yes","no",0,"no","semi-furnished",3710,2
"365",3703000,3120,3,1,2,"no","no","yes","yes","no",0,"no","semi-furnished",3703,2
"366",3703000,5450,2,1,1,"yes","no","no","no","no",0,"no","furnished",3703,2
"367",3675000,3630,2,1,1,"yes","no","yes","no","no",0,"no","furnished",3675,2
"368",3675000,3630,2,1,1,"yes","no","no","no","yes",0,"no","unfurnished",3675,2
"369",3675000,5640,2,1,1,"no","no","no","no","no",0,"no","semi-furnished",3675,2
"370",3675000,3600,2,1,1,"yes","no","no","no","no",0,"no","furnished",3675,2
"371",3640000,4280,2,1,1,"yes","no","no","no","yes",2,"no","semi-furnished",3640,2
"372",3640000,3570,3,1,2,"yes","no","yes","no","no",0,"no","semi-furnished",3640,2
"373",3640000,3180,3,1,2,"no","no","yes","no","no",0,"no","semi-furnished",3640,2
"374",3640000,3000,2,1,2,"yes","no","no","no","yes",0,"no","furnished",3640,2
"375",3640000,3520,2,2,1,"yes","no","yes","no","no",0,"no","semi-furnished",3640,2
"376",3640000,5960,3,1,2,"yes","yes","yes","no","no",0,"no","unfurnished",3640,2
"377",3640000,4130,3,2,2,"yes","no","no","no","no",2,"no","semi-furnished",3640,2
"378",3640000,2850,3,2,2,"no","no","yes","no","no",0,"yes","unfurnished",3640,2
"379",3640000,2275,3,1,3,"yes","no","no","yes","yes",0,"yes","semi-furnished",3640,2
"380",3633000,3520,3,1,1,"yes","no","no","no","no",2,"yes","unfurnished",3633,2
"381",3605000,4500,2,1,1,"yes","no","no","no","no",0,"no","semi-furnished",3605,2
"382",3605000,4000,2,1,1,"yes","no","no","no","no",0,"yes","semi-furnished",3605,2
"383",3570000,3150,3,1,2,"yes","no","yes","no","no",0,"no","furnished",3570,2
"384",3570000,4500,4,2,2,"yes","no","yes","no","no",2,"no","furnished",3570,2
"385",3570000,4500,2,1,1,"no","no","no","no","no",0,"no","furnished",3570,2
"386",3570000,3640,2,1,1,"yes","no","no","no","no",0,"no","unfurnished",3570,2
"387",3535000,3850,3,1,1,"yes","no","no","no","no",2,"no","unfurnished",3535,2
"388",3500000,4240,3,1,2,"yes","no","no","no","yes",0,"no","semi-furnished",3500,2
"389",3500000,3650,3,1,2,"yes","no","no","no","no",0,"no","unfurnished",3500,2
"390",3500000,4600,4,1,2,"yes","no","no","no","no",0,"no","semi-furnished",3500,2
"391",3500000,2135,3,2,2,"no","no","no","no","no",0,"no","unfurnished",3500,2
"392",3500000,3036,3,1,2,"yes","no","yes","no","no",0,"no","semi-furnished",3500,2
"393",3500000,3990,3,1,2,"yes","no","no","no","no",0,"no","semi-furnished",3500,2
"394",3500000,7424,3,1,1,"no","no","no","no","no",0,"no","unfurnished",3500,2
"395",3500000,3480,3,1,1,"no","no","no","no","yes",0,"no","unfurnished",3500,2
"396",3500000,3600,6,1,2,"yes","no","no","no","no",1,"no","unfurnished",3500,2
"397",3500000,3640,2,1,1,"yes","no","no","no","no",1,"no","semi-furnished",3500,2
"398",3500000,5900,2,1,1,"yes","no","no","no","no",1,"no","furnished",3500,2
"399",3500000,3120,3,1,2,"yes","no","no","no","no",1,"no","unfurnished",3500,2
"400",3500000,7350,2,1,1,"yes","no","no","no","no",1,"no","semi-furnished",3500,2
"401",3500000,3512,2,1,1,"yes","no","no","no","no",1,"yes","unfurnished",3500,2
"402",3500000,9500,3,1,2,"yes","no","no","no","no",3,"yes","unfurnished",3500,2
"403",3500000,5880,2,1,1,"yes","no","no","no","no",0,"no","unfurnished",3500,2
"404",3500000,12944,3,1,1,"yes","no","no","no","no",0,"no","unfurnished",3500,2
"405",3493000,4900,3,1,2,"no","no","no","no","no",0,"no","unfurnished",3493,2
"406",3465000,3060,3,1,1,"yes","no","no","no","no",0,"no","unfurnished",3465,2
"407",3465000,5320,2,1,1,"yes","no","no","no","no",1,"yes","unfurnished",3465,2
"408",3465000,2145,3,1,3,"yes","no","no","no","no",0,"yes","furnished",3465,2
"409",3430000,4000,2,1,1,"yes","no","no","no","no",0,"no","unfurnished",3430,1
"410",3430000,3185,2,1,1,"yes","no","no","no","no",2,"no","unfurnished",3430,1
"411",3430000,3850,3,1,1,"yes","no","no","no","no",0,"no","unfurnished",3430,1
"412",3430000,2145,3,1,3,"yes","no","no","no","no",0,"yes","furnished",3430,1
"413",3430000,2610,3,1,2,"yes","no","yes","no","no",0,"yes","unfurnished",3430,1
"414",3430000,1950,3,2,2,"yes","no","yes","no","no",0,"yes","unfurnished",3430,1
"415",3423000,4040,2,1,1,"yes","no","no","no","no",0,"no","unfurnished",3423,1
"416",3395000,4785,3,1,2,"yes","yes","yes","no","yes",1,"no","furnished",3395,1
"417",3395000,3450,3,1,1,"yes","no","yes","no","no",2,"no","unfurnished",3395,1
"418",3395000,3640,2,1,1,"yes","no","no","no","no",0,"no","furnished",3395,1
"419",3360000,3500,4,1,2,"yes","no","no","no","yes",2,"no","unfurnished",3360,1
"420",3360000,4960,4,1,3,"no","no","no","no","no",0,"no","semi-furnished",3360,1
"421",3360000,4120,2,1,2,"yes","no","no","no","no",0,"no","unfurnished",3360,1
"422",3360000,4750,2,1,1,"yes","no","no","no","no",0,"no","unfurnished",3360,1
"423",3360000,3720,2,1,1,"no","no","no","no","yes",0,"no","unfurnished",3360,1
"424",3360000,3750,3,1,1,"yes","no","no","no","no",0,"no","unfurnished",3360,1
"425",3360000,3100,3,1,2,"no","no","yes","no","no",0,"no","semi-furnished",3360,1
"426",3360000,3185,2,1,1,"yes","no","yes","no","no",2,"no","furnished",3360,1
"427",3353000,2700,3,1,1,"no","no","no","no","no",0,"no","furnished",3353,1
"428",3332000,2145,3,1,2,"yes","no","yes","no","no",0,"yes","furnished",3332,1
"429",3325000,4040,2,1,1,"yes","no","no","no","no",1,"no","unfurnished",3325,1
"430",3325000,4775,4,1,2,"yes","no","no","no","no",0,"no","unfurnished",3325,1
"431",3290000,2500,2,1,1,"no","no","no","no","yes",0,"no","unfurnished",3290,1
"432",3290000,3180,4,1,2,"yes","no","yes","no","yes",0,"no","unfurnished",3290,1
"433",3290000,6060,3,1,1,"yes","yes","yes","no","no",0,"no","furnished",3290,1
"434",3290000,3480,4,1,2,"no","no","no","no","no",1,"no","semi-furnished",3290,1
"435",3290000,3792,4,1,2,"yes","no","no","no","no",0,"no","semi-furnished",3290,1
"436",3290000,4040,2,1,1,"yes","no","no","no","no",0,"no","unfurnished",3290,1
"437",3290000,2145,3,1,2,"yes","no","yes","no","no",0,"yes","furnished",3290,1
"438",3290000,5880,3,1,1,"yes","no","no","no","no",1,"no","unfurnished",3290,1
"439",3255000,4500,2,1,1,"no","no","no","no","no",0,"no","semi-furnished",3255,1
"440",3255000,3930,2,1,1,"no","no","no","no","no",0,"no","unfurnished",3255,1
"441",3234000,3640,4,1,2,"yes","no","yes","no","no",0,"no","unfurnished",3234,1
"442",3220000,4370,3,1,2,"yes","no","no","no","no",0,"no","unfurnished",3220,1
"443",3220000,2684,2,1,1,"yes","no","no","no","yes",1,"no","unfurnished",3220,1
"444",3220000,4320,3,1,1,"no","no","no","no","no",1,"no","unfurnished",3220,1
"445",3220000,3120,3,1,2,"no","no","no","no","no",0,"no","furnished",3220,1
"446",3150000,3450,1,1,1,"yes","no","no","no","no",0,"no","furnished",3150,1
"447",3150000,3986,2,2,1,"no","yes","yes","no","no",1,"no","unfurnished",3150,1
"448",3150000,3500,2,1,1,"no","no","yes","no","no",0,"no","semi-furnished",3150,1
"449",3150000,4095,2,1,1,"yes","no","no","no","no",2,"no","semi-furnished",3150,1
"450",3150000,1650,3,1,2,"no","no","yes","no","no",0,"no","unfurnished",3150,1
"451",3150000,3450,3,1,2,"yes","no","yes","no","no",0,"no","semi-furnished",3150,1
"452",3150000,6750,2,1,1,"yes","no","no","no","no",0,"no","semi-furnished",3150,1
"453",3150000,9000,3,1,2,"yes","no","no","no","no",2,"no","semi-furnished",3150,1
"454",3150000,3069,2,1,1,"yes","no","no","no","no",1,"no","unfurnished",3150,1
"455",3143000,4500,3,1,2,"yes","no","no","no","yes",0,"no","unfurnished",3143,1
"456",3129000,5495,3,1,1,"yes","no","yes","no","no",0,"no","unfurnished",3129,1
"457",3118850,2398,3,1,1,"yes","no","no","no","no",0,"yes","semi-furnished",3118.85,1
"458",3115000,3000,3,1,1,"no","no","no","no","yes",0,"no","unfurnished",3115,1
"459",3115000,3850,3,1,2,"yes","no","no","no","no",0,"no","unfurnished",3115,1
"460",3115000,3500,2,1,1,"yes","no","no","no","no",0,"no","unfurnished",3115,1
"461",3087000,8100,2,1,1,"yes","no","no","no","no",1,"no","unfurnished",3087,1
"462",3080000,4960,2,1,1,"yes","no","yes","no","yes",0,"no","unfurnished",3080,1
"463",3080000,2160,3,1,2,"no","no","yes","no","no",0,"no","semi-furnished",3080,1
"464",3080000,3090,2,1,1,"yes","yes","yes","no","no",0,"no","unfurnished",3080,1
"465",3080000,4500,2,1,2,"yes","no","no","yes","no",1,"no","semi-furnished",3080,1
"466",3045000,3800,2,1,1,"yes","no","no","no","no",0,"no","unfurnished",3045,1
"467",3010000,3090,3,1,2,"no","no","no","no","no",0,"no","semi-furnished",3010,1
"468",3010000,3240,3,1,2,"yes","no","no","no","no",2,"no","semi-furnished",3010,1
"469",3010000,2835,2,1,1,"yes","no","no","no","no",0,"no","semi-furnished",3010,1
"470",3010000,4600,2,1,1,"yes","no","no","no","no",0,"no","furnished",3010,1
"471",3010000,5076,3,1,1,"no","no","no","no","no",0,"no","unfurnished",3010,1
"472",3010000,3750,3,1,2,"yes","no","no","no","no",0,"no","unfurnished",3010,1
"473",3010000,3630,4,1,2,"yes","no","no","no","no",3,"no","semi-furnished",3010,1
"474",3003000,8050,2,1,1,"yes","no","no","no","no",0,"no","unfurnished",3003,1
"475",2975000,4352,4,1,2,"no","no","no","no","no",1,"no","unfurnished",2975,1
"476",2961000,3000,2,1,2,"yes","no","no","no","no",0,"no","semi-furnished",2961,1
"477",2940000,5850,3,1,2,"yes","no","yes","no","no",1,"no","unfurnished",2940,1
"478",2940000,4960,2,1,1,"yes","no","no","no","no",0,"no","unfurnished",2940,1
"479",2940000,3600,3,1,2,"no","no","no","no","no",1,"no","unfurnished",2940,1
"480",2940000,3660,4,1,2,"no","no","no","no","no",0,"no","unfurnished",2940,1
"481",2940000,3480,3,1,2,"no","no","no","no","no",1,"no","semi-furnished",2940,1
"482",2940000,2700,2,1,1,"no","no","no","no","no",0,"no","furnished",2940,1
"483",2940000,3150,3,1,2,"no","no","no","no","no",0,"no","unfurnished",2940,1
"484",2940000,6615,3,1,2,"yes","no","no","no","no",0,"no","semi-furnished",2940,1
"485",2870000,3040,2,1,1,"no","no","no","no","no",0,"no","unfurnished",2870,1
"486",2870000,3630,2,1,1,"yes","no","no","no","no",0,"no","unfurnished",2870,1
"487",2870000,6000,2,1,1,"yes","no","no","no","no",0,"no","semi-furnished",2870,1
"488",2870000,5400,4,1,2,"yes","no","no","no","no",0,"no","unfurnished",2870,1
"489",2852500,5200,4,1,3,"yes","no","no","no","no",0,"no","unfurnished",2852.5,1
"490",2835000,3300,3,1,2,"no","no","no","no","no",1,"no","semi-furnished",2835,1
"491",2835000,4350,3,1,2,"no","no","no","yes","no",1,"no","unfurnished",2835,1
"492",2835000,2640,2,1,1,"no","no","no","no","no",1,"no","furnished",2835,1
"493",2800000,2650,3,1,2,"yes","no","yes","no","no",1,"no","unfurnished",2800,1
"494",2800000,3960,3,1,1,"yes","no","no","no","no",0,"no","furnished",2800,1
"495",2730000,6800,2,1,1,"yes","no","no","no","no",0,"no","unfurnished",2730,1
"496",2730000,4000,3,1,2,"yes","no","no","no","no",1,"no","unfurnished",2730,1
"497",2695000,4000,2,1,1,"yes","no","no","no","no",0,"no","unfurnished",2695,1
"498",2660000,3934,2,1,1,"yes","no","no","no","no",0,"no","unfurnished",2660,1
"499",2660000,2000,2,1,2,"yes","no","no","no","no",0,"no","semi-furnished",2660,1
"500",2660000,3630,3,3,2,"no","yes","no","no","no",0,"no","unfurnished",2660,1
"501",2660000,2800,3,1,1,"yes","no","no","no","no",0,"no","unfurnished",2660,1
"502",2660000,2430,3,1,1,"no","no","no","no","no",0,"no","unfurnished",2660,1
"503",2660000,3480,2,1,1,"yes","no","no","no","no",1,"no","semi-furnished",2660,1
"504",2660000,4000,3,1,1,"yes","no","no","no","no",0,"no","semi-furnished",2660,1
"505",2653000,3185,2,1,1,"yes","no","no","no","yes",0,"no","unfurnished",2653,1
"506",2653000,4000,3,1,2,"yes","no","no","no","yes",0,"no","unfurnished",2653,1
"507",2604000,2910,2,1,1,"no","no","no","no","no",0,"no","unfurnished",2604,1
"508",2590000,3600,2,1,1,"yes","no","no","no","no",0,"no","unfurnished",2590,1
"509",2590000,4400,2,1,1,"yes","no","no","no","no",0,"no","unfurnished",2590,1
"510",2590000,3600,2,2,2,"yes","no","yes","no","no",1,"no","furnished",2590,1
"511",2520000,2880,3,1,1,"no","no","no","no","no",0,"no","unfurnished",2520,1
"512",2520000,3180,3,1,1,"no","no","no","no","no",0,"no","unfurnished",2520,1
"513",2520000,3000,2,1,2,"yes","no","no","no","no",0,"no","furnished",2520,1
"514",2485000,4400,3,1,2,"yes","no","no","no","no",0,"no","unfurnished",2485,1
"515",2485000,3000,3,1,2,"no","no","no","no","no",0,"no","semi-furnished",2485,1
"516",2450000,3210,3,1,2,"yes","no","yes","no","no",0,"no","unfurnished",2450,1
"517",2450000,3240,2,1,1,"no","yes","no","no","no",1,"no","unfurnished",2450,1
"518",2450000,3000,2,1,1,"yes","no","no","no","no",1,"no","unfurnished",2450,1
"519",2450000,3500,2,1,1,"yes","yes","no","no","no",0,"no","unfurnished",2450,1
"520",2450000,4840,2,1,2,"yes","no","no","no","no",0,"no","unfurnished",2450,1
"521",2450000,7700,2,1,1,"yes","no","no","no","no",0,"no","unfurnished",2450,1
"522",2408000,3635,2,1,1,"no","no","no","no","no",0,"no","unfurnished",2408,1
"523",2380000,2475,3,1,2,"yes","no","no","no","no",0,"no","furnished",2380,1
"524",2380000,2787,4,2,2,"yes","no","no","no","no",0,"no","furnished",2380,1
"525",2380000,3264,2,1,1,"yes","no","no","no","no",0,"no","unfurnished",2380,1
"526",2345000,3640,2,1,1,"yes","no","no","no","no",0,"no","unfurnished",2345,1
"527",2310000,3180,2,1,1,"yes","no","no","no","no",0,"no","unfurnished",2310,1
"528",2275000,1836,2,1,1,"no","no","yes","no","no",0,"no","semi-furnished",2275,1
"529",2275000,3970,1,1,1,"no","no","no","no","no",0,"no","unfurnished",2275,1
"530",2275000,3970,3,1,2,"yes","no","yes","no","no",0,"no","unfurnished",2275,1
"531",2240000,1950,3,1,1,"no","no","no","yes","no",0,"no","unfurnished",2240,1
"532",2233000,5300,3,1,1,"no","no","no","no","yes",0,"yes","unfurnished",2233,1
"533",2135000,3000,2,1,1,"no","no","no","no","no",0,"no","unfurnished",2135,1
"534",2100000,2400,3,1,2,"yes","no","no","no","no",0,"no","unfurnished",2100,1
"535",2100000,3000,4,1,2,"yes","no","no","no","no",0,"no","unfurnished",2100,1
"536",2100000,3360,2,1,1,"yes","no","no","no","no",1,"no","unfurnished",2100,1
"537",1960000,3420,5,1,2,"no","no","no","no","no",0,"no","unfurnished",1960,1
"538",1890000,1700,3,1,2,"yes","no","no","no","no",0,"no","unfurnished",1890,1
"539",1890000,3649,2,1,1,"yes","no","no","no","no",0,"no","unfurnished",1890,1
"540",1855000,2990,2,1,1,"no","no","no","no","no",1,"no","unfurnished",1855,1
"541",1820000,3000,2,1,1,"yes","no","yes","no","no",2,"no","unfurnished",1820,1
"542",1767150,2400,3,1,1,"no","no","no","no","no",0,"no","semi-furnished",1767.15,1
"543",1750000,3620,2,1,1,"yes","no","no","no","no",0,"no","unfurnished",1750,1
"544",1750000,2910,3,1,1,"no","no","no","no","no",0,"no","furnished",1750,1
"545",1750000,3850,3,1,2,"yes","no","no","no","no",0,"no","unfurnished",1750,1
